Produto,Cod. Produto,Ds. Cor,Ds. Tam,226 - UK - RECIFE - 226,238 - UK - RECIFE 2 - 238,240 - UK - RECIFE 3 - 240,242 - UK - RECIFE 4 - 242
PAPETE ELASTICO LAND I26,54401,MILITAR,36,3.0,2.0,3.0,1.0
PAPETE ELASTICO LAND I26,54402,MILITAR,37,2.0,3.0,1.0,3.0
PAPETE ELASTICO LAND I26,54403,MILITAR,38,1.0,2.0,1.0,2.0
PAPETE ELASTICO LAND I26,54404,MILITAR,39,1.0,1.0,0.0,0.0
PAPETE ELASTICO PALMA V25,51047,CARAMELO,34,0.0,0.0,0.0,0.0
PAPETE ELASTICO PALMA V25,51048,CARAMELO,35,0.0,0.0,0.0,0.0
PAPETE ELASTICO PALMA V25,51049,CARAMELO,36,0.0,0.0,0.0,0.0
PAPETE ELASTICO PALMA V25,51050,CARAMELO,37,0.0,0.0,0.0,0.0
PAPETE ELASTICO PALMA V25,51051,CARAMELO,38,0.0,0.0,0.0,0.0
PAPETE ELASTICO PALMA V25,51053,PRETO/OFF,34,0.0,0.0,0.0,0.0
PAPETE ELASTICO PALMA V25,51054,PRETO/OFF,35,0.0,0.0,0.0,0.0
PAPETE ELASTICO PALMA V25,51055,PRETO/OFF,36,0.0,0.0,0.0,0.0
PAPETE ELASTICO PALMA V25,51056,PRETO/OFF,37,0.0,0.0,0.0,0.0
PAPETE ELASTICO PALMA V25,51057,PRETO/OFF,38,0.0,0.0,0.0,0.0
PAPETE ELASTICO SERENA I25,51998,CARAM/TELHA,34,0.0,0.0,1.0,0.0
PAPETE ELASTICO SERENA I25,51999,CARAM/TELHA,35,0.0,0.0,0.0,0.0
PAPETE ELASTICO SERENA I25,52000,CARAM/TELHA,36,0.0,0.0,0.0,0.0
PAPETE ELASTICO SERENA I25,52001,CARAM/TELHA,37,0.0,0.0,0.0,0.0
PAPETE ELASTICO SERENA I25,52002,CARAM/TELHA,38,0.0,0.0,0.0,0.0
PAPETE ELASTICO SERENA I25,52003,CARAM/TELHA,39,0.0,0.0,0.0,0.0
PAPETE ELASTICO SERENA I25,52006,PRETO,34,0.0,0.0,0.0,0.0
PAPETE ELASTICO SERENA I25,52007,PRETO,35,0.0,0.0,0.0,0.0
PAPETE ELASTICO SERENA I25,52008,PRETO,36,0.0,0.0,0.0,0.0
PAPETE ELASTICO SERENA I25,52009,PRETO,37,0.0,0.0,0.0,0.0
PAPETE ELASTICO SERENA I25,52010,PRETO,38,0.0,0.0,0.0,0.0
PAPETE ELASTICO SERENA I25,52011,PRETO,39,0.0,0.0,0.0,0.0
PAPETE ELASTICO SERENA V25,50740,OFF/VERDE,34,0.0,1.0,0.0,0.0
PAPETE ELASTICO SERENA V25,50741,OFF/VERDE,35,0.0,0.0,0.0,0.0
PAPETE ELASTICO SERENA V25,50742,OFF/VERDE,36,0.0,0.0,0.0,0.0
PAPETE ELASTICO SERENA V25,50743,OFF/VERDE,37,0.0,0.0,0.0,1.0
PAPETE ELASTICO SERENA V25,50744,OFF/VERDE,38,0.0,0.0,0.0,0.0
PAPETE ELASTICO SERENA V25,50748,PRETO/CARAM,34,0.0,0.0,0.0,0.0
PAPETE ELASTICO SERENA V25,50749,PRETO/CARAM,35,0.0,0.0,0.0,0.0
PAPETE ELASTICO SERENA V25,50750,PRETO/CARAM,36,0.0,0.0,0.0,0.0
PAPETE ELASTICO SERENA V25,50751,PRETO/CARAM,37,0.0,0.0,0.0,0.0
PAPETE ELASTICO SERENA V25,50752,PRETO/CARAM,38,0.0,0.0,0.0,0.0
PAPETE ELASTICO SERENA V25,50753,PRETO/CARAM,39,0.0,0.0,0.0,0.0
PAPETE ELASTICO SERENA V25,50756,VERMELHO/OFF,34,0.0,0.0,0.0,0.0
PAPETE ELASTICO SERENA V25,50757,VERMELHO/OFF,35,0.0,0.0,1.0,0.0
PAPETE ELASTICO SERENA V25,50758,VERMELHO/OFF,36,0.0,0.0,1.0,1.0
PAPETE ELASTICO SERENA V25,50759,VERMELHO/OFF,37,0.0,0.0,0.0,0.0
PAPETE ELASTICO SERENA V25,50760,VERMELHO/OFF,38,1.0,0.0,0.0,0.0
PAPETE ELASTICO SERENA V25,50761,VERMELHO/OFF,39,0.0,0.0,0.0,0.0
PAPETE ELASTICO VICKY V26,53571,OFF/CAQUI,34,0.0,0.0,0.0,0.0
PAPETE ELASTICO VICKY V26,53572,OFF/CAQUI,35,1.0,0.0,0.0,0.0
PAPETE ELASTICO VICKY V26,53573,OFF/CAQUI,36,0.0,0.0,0.0,0.0
PAPETE ELASTICO VICKY V26,53574,OFF/CAQUI,37,0.0,0.0,0.0,0.0
PAPETE ELASTICO VICKY V26,53575,OFF/CAQUI,38,0.0,0.0,0.0,0.0
PAPETE ELASTICO VICKY V26,53580,PRETO/CAQUI,35,0.0,0.0,0.0,0.0
PAPETE ELASTICO VICKY V26,53581,PRETO/CAQUI,36,0.0,0.0,0.0,0.0
PAPETE ELASTICO VICKY V26,53582,PRETO/CAQUI,37,0.0,0.0,0.0,0.0
PAPETE ELASTICO VICKY V26,53583,PRETO/CAQUI,38,0.0,0.0,0.0,0.0
PAPETE ELASTICO VICKY V26,53584,PRETO/CAQUI,39,0.0,0.0,0.0,0.0
PAPETE NAPA VEG CANYON V26,53261,CRU,34,1.0,1.0,1.0,1.0
PAPETE NAPA VEG CANYON V26,53262,CRU,35,1.0,0.0,0.0,0.0
PAPETE NAPA VEG CANYON V26,53263,CRU,36,1.0,1.0,2.0,0.0
PAPETE NAPA VEG CANYON V26,53264,CRU,37,0.0,0.0,0.0,0.0
PAPETE NAPA VEG CANYON V26,53265,CRU,38,0.0,0.0,0.0,0.0
PAPETE NAPA VEG CANYON V26,53266,CRU,39,0.0,0.0,0.0,0.0
PAPETE NAPA VEG CANYON V26,53269,MARROM,34,0.0,0.0,0.0,0.0
PAPETE NAPA VEG CANYON V26,53270,MARROM,35,0.0,0.0,0.0,0.0
PAPETE NAPA VEG CANYON V26,53271,MARROM,36,0.0,0.0,0.0,0.0
PAPETE NAPA VEG CANYON V26,53272,MARROM,37,0.0,0.0,0.0,0.0
PAPETE NAPA VEG CANYON V26,53273,MARROM,38,0.0,0.0,0.0,0.0
PAPETE NAPA VEG CANYON V26,53274,MARROM,39,0.0,0.0,0.0,0.0
PAPETE NAPA VEG REMY V25,51445,CARAMELO,35,0.0,0.0,0.0,0.0
PAPETE NAPA VEG REMY V25,51446,CARAMELO,36,0.0,0.0,0.0,0.0
PAPETE NAPA VEG REMY V25,51447,CARAMELO,37,0.0,0.0,0.0,0.0
PAPETE NAPA VEG REMY V25,51448,CARAMELO,38,1.0,1.0,0.0,0.0
PAPETE NAPA VEG REMY V25,51449,CARAMELO,39,0.0,0.0,0.0,0.0
PAPETE NAPA VEG REMY V25,51450,CARAMELO,40,0.0,0.0,0.0,0.0
PAPETE NAPA VEG REMY V25,51451,LIMAO,35,0.0,0.0,0.0,0.0
PAPETE NAPA VEG REMY V25,51452,LIMAO,36,0.0,0.0,0.0,0.0
PAPETE NAPA VEG REMY V25,51453,LIMAO,37,0.0,0.0,0.0,0.0
PAPETE NAPA VEG REMY V25,51454,LIMAO,38,0.0,0.0,0.0,0.0
PAPETE NAPA VEG REMY V25,51455,LIMAO,39,0.0,0.0,0.0,0.0
PAPETE NAPA VEG REMY V25,51456,LIMAO,40,1.0,0.0,0.0,0.0
PAPETE NAPA VEG REMY V25,51457,OFF WHITE,35,0.0,0.0,0.0,0.0
PAPETE NAPA VEG REMY V25,51458,OFF WHITE,36,0.0,0.0,0.0,0.0
PAPETE NAPA VEG REMY V25,51459,OFF WHITE,37,0.0,0.0,0.0,0.0
PAPETE NAPA VEG REMY V25,51460,OFF WHITE,38,0.0,0.0,0.0,0.0
PAPETE NAPA VEG REMY V25,51461,OFF WHITE,39,0.0,0.0,0.0,0.0
PAPETE NAPA VEG REMY V25,51462,OFF WHITE,40,0.0,1.0,0.0,0.0
PAPETE NOBUCK VEG BUBBLE AREA I25,52503,PRETO/CINZA,34,0.0,0.0,0.0,0.0
PAPETE NOBUCK VEG BUBBLE AREA I25,52504,PRETO/CINZA,35,0.0,1.0,0.0,1.0
PAPETE NOBUCK VEG BUBBLE AREA I25,52505,PRETO/CINZA,36,0.0,0.0,0.0,0.0
PAPETE NOBUCK VEG BUBBLE AREA I25,52506,PRETO/CINZA,37,0.0,0.0,0.0,0.0
PAPETE NOBUCK VEG BUBBLE AREA I25,52507,PRETO/CINZA,38,0.0,0.0,0.0,1.0
PAPETE NOBUCK VEG BUBBLE AREA I25,52508,PRETO/CINZA,39,0.0,1.0,0.0,0.0
PAPETE NOBUCK VEG BUBBLE AREA I25,52509,TELHA/CINZA,34,0.0,0.0,0.0,0.0
PAPETE NOBUCK VEG BUBBLE AREA I25,52510,TELHA/CINZA,35,0.0,0.0,0.0,0.0
PAPETE NOBUCK VEG BUBBLE AREA I25,52511,TELHA/CINZA,36,0.0,0.0,0.0,0.0
PAPETE NOBUCK VEG BUBBLE AREA I25,52512,TELHA/CINZA,37,0.0,0.0,0.0,0.0
PAPETE NOBUCK VEG BUBBLE AREA I25,52513,TELHA/CINZA,38,0.0,2.0,0.0,0.0
PAPETE NOBUCK VEG BUBBLE AREA I25,52514,TELHA/CINZA,39,0.0,0.0,0.0,0.0
PAPETE NOBUCK VEG OPEN V26,53678,CINZA,34,0.0,1.0,0.0,0.0
PAPETE NOBUCK VEG OPEN V26,53679,CINZA,35,0.0,0.0,0.0,0.0
PAPETE NOBUCK VEG OPEN V26,53680,CINZA,36,1.0,2.0,0.0,0.0
PAPETE NOBUCK VEG OPEN V26,53681,CINZA,37,0.0,0.0,0.0,0.0
PAPETE NOBUCK VEG OPEN V26,53682,CINZA,38,0.0,0.0,0.0,0.0
PAPETE NOBUCK VEG OPEN V26,53683,CINZA,39,0.0,0.0,0.0,0.0
PAPETE NOBUCK VEG OPEN V26,53684,MARROM,34,0.0,0.0,0.0,0.0
PAPETE NOBUCK VEG OPEN V26,53685,MARROM,35,1.0,1.0,0.0,0.0
PAPETE NOBUCK VEG OPEN V26,53686,MARROM,36,1.0,1.0,0.0,0.0
PAPETE NOBUCK VEG OPEN V26,53687,MARROM,37,0.0,0.0,0.0,0.0
PAPETE NOBUCK VEG OPEN V26,53688,MARROM,38,0.0,1.0,0.0,0.0
PAPETE NOBUCK VEG OPEN V26,53689,MARROM,39,0.0,0.0,0.0,0.0
PAPETE TRAMA VEG KITTY V26,53666,BEGE,34,0.0,1.0,1.0,0.0
PAPETE TRAMA VEG KITTY V26,53667,BEGE,35,1.0,0.0,1.0,0.0
PAPETE TRAMA VEG KITTY V26,53668,BEGE,36,1.0,1.0,2.0,0.0
PAPETE TRAMA VEG KITTY V26,53669,BEGE,37,2.0,0.0,0.0,0.0
PAPETE TRAMA VEG KITTY V26,53670,BEGE,38,0.0,0.0,0.0,0.0
PAPETE TRAMA VEG KITTY V26,53671,BEGE,39,0.0,0.0,0.0,0.0
PAPETE TRAMA VEG KITTY V26,53672,CARAMELO,34,0.0,0.0,0.0,0.0
PAPETE TRAMA VEG KITTY V26,53673,CARAMELO,35,0.0,0.0,0.0,0.0
PAPETE TRAMA VEG KITTY V26,53674,CARAMELO,36,0.0,0.0,0.0,0.0
PAPETE TRAMA VEG KITTY V26,53675,CARAMELO,37,0.0,0.0,0.0,0.0
PAPETE TRAMA VEG KITTY V26,53676,CARAMELO,38,0.0,0.0,0.0,0.0
PAPETE TRAMA VEG KITTY V26,53677,CARAMELO,39,0.0,0.0,0.0,0.0
PASTA COURO 61280 V25,50581,CAFE,U,0.0,0.0,0.0,0.0
PLAT. NAPA VEG HARMONIA V25,51493,NATURAL/CARAM,34,0.0,0.0,0.0,0.0
PLAT. NAPA VEG HARMONIA V25,51494,NATURAL/CARAM,35,0.0,0.0,0.0,0.0
PLAT. NAPA VEG HARMONIA V25,51495,NATURAL/CARAM,36,0.0,0.0,0.0,0.0
PLAT. NAPA VEG HARMONIA V25,51496,NATURAL/CARAM,37,0.0,0.0,0.0,0.0
PLAT. NAPA VEG HARMONIA V25,51497,NATURAL/CARAM,38,0.0,0.0,0.0,0.0
PLAT. NAPA VEG HARMONIA V25,51499,PRETO/AZUL,34,0.0,0.0,0.0,0.0
PLAT. NAPA VEG HARMONIA V25,51500,PRETO/AZUL,35,0.0,0.0,0.0,0.0
PLAT. NAPA VEG HARMONIA V25,51501,PRETO/AZUL,36,0.0,0.0,0.0,0.0
PLAT. NAPA VEG HARMONIA V25,51502,PRETO/AZUL,37,0.0,0.0,0.0,0.0
PLAT. NAPA VEG HARMONIA V25,51503,PRETO/AZUL,38,0.0,0.0,0.0,0.0
PLAT. NAPA VEG HARMONIA V25,51504,PRETO/AZUL,39,0.0,0.0,0.0,0.0
PLATAFORMA CAMURCA VEG VELEZ I26,54418,AREIA,34,0.0,1.0,0.0,0.0
PLATAFORMA CAMURCA VEG VELEZ I26,54419,AREIA,35,0.0,1.0,1.0,0.0
PLATAFORMA CAMURCA VEG VELEZ I26,54420,AREIA,36,0.0,3.0,2.0,0.0
PLATAFORMA CAMURCA VEG VELEZ I26,54421,AREIA,37,0.0,2.0,3.0,0.0
PLATAFORMA CAMURCA VEG VELEZ I26,54422,AREIA,38,0.0,1.0,2.0,0.0
PLATAFORMA CAMURCA VEG VELEZ I26,54423,AREIA,39,0.0,0.0,0.0,0.0
PLATAFORMA CAMURCA VEG VELEZ I26,54426,CARAMELO,34,1.0,0.0,0.0,0.0
PLATAFORMA CAMURCA VEG VELEZ I26,54427,CARAMELO,35,2.0,0.0,0.0,1.0
PLATAFORMA CAMURCA VEG VELEZ I26,54428,CARAMELO,36,3.0,0.0,0.0,2.0
PLATAFORMA CAMURCA VEG VELEZ I26,54429,CARAMELO,37,3.0,0.0,0.0,3.0
PLATAFORMA CAMURCA VEG VELEZ I26,54430,CARAMELO,38,2.0,0.0,0.0,2.0
PLATAFORMA CAMURCA VEG VELEZ I26,54431,CARAMELO,39,1.0,0.0,0.0,1.0
PLATAFORMA CAMURCA VEG VELEZ I26,54434,VINHO,34,1.0,0.0,1.0,1.0
PLATAFORMA CAMURCA VEG VELEZ I26,54435,VINHO,35,2.0,0.0,2.0,2.0
PLATAFORMA CAMURCA VEG VELEZ I26,54436,VINHO,36,3.0,2.0,3.0,3.0
PLATAFORMA CAMURCA VEG VELEZ I26,54437,VINHO,37,3.0,3.0,1.0,2.0
PLATAFORMA CAMURCA VEG VELEZ I26,54438,VINHO,38,2.0,2.0,1.0,1.0
PLATAFORMA CAMURCA VEG VELEZ I26,54439,VINHO,39,1.0,1.0,0.0,0.0
PLATAFORMA COURO PLATO V26,53460,CARAMELO,34,0.0,0.0,0.0,0.0
PLATAFORMA COURO PLATO V26,53461,CARAMELO,35,0.0,0.0,0.0,0.0
PLATAFORMA COURO PLATO V26,53462,CARAMELO,36,0.0,0.0,0.0,0.0
PLATAFORMA COURO PLATO V26,53463,CARAMELO,37,0.0,0.0,0.0,0.0
PLATAFORMA COURO PLATO V26,53464,CARAMELO,38,0.0,0.0,0.0,0.0
PLATAFORMA COURO PLATO V26,53467,OFF WHITE,34,0.0,0.0,0.0,0.0
PLATAFORMA COURO PLATO V26,53468,OFF WHITE,35,0.0,0.0,0.0,0.0
PLATAFORMA COURO PLATO V26,53469,OFF WHITE,36,0.0,0.0,0.0,0.0
PLATAFORMA COURO PLATO V26,53470,OFF WHITE,37,0.0,0.0,0.0,0.0
PLATAFORMA COURO PLATO V26,53471,OFF WHITE,38,0.0,0.0,0.0,0.0
PLATAFORMA COURO PLATO V26,53472,OFF WHITE,39,1.0,1.0,0.0,0.0
PLATAFORMA NAPA VEG DUNA V26,53285,BEGE,34,0.0,0.0,0.0,0.0
PLATAFORMA NAPA VEG DUNA V26,53286,BEGE,35,0.0,0.0,0.0,0.0
PLATAFORMA NAPA VEG DUNA V26,53287,BEGE,36,0.0,0.0,0.0,0.0
PLATAFORMA NAPA VEG DUNA V26,53288,BEGE,37,0.0,0.0,0.0,0.0
PLATAFORMA NAPA VEG DUNA V26,53289,BEGE,38,0.0,0.0,0.0,0.0
PLATAFORMA NAPA VEG DUNA V26,53290,BEGE,39,0.0,0.0,0.0,0.0
PLATAFORMA NAPA VEG DUNA V26,54087,MARINHO,34,0.0,0.0,0.0,0.0
PLATAFORMA NAPA VEG DUNA V26,54088,MARINHO,35,0.0,0.0,0.0,0.0
PLATAFORMA NAPA VEG DUNA V26,54089,MARINHO,36,0.0,0.0,0.0,0.0
PLATAFORMA NAPA VEG DUNA V26,54090,MARINHO,37,0.0,0.0,0.0,0.0
PLATAFORMA NAPA VEG DUNA V26,54091,MARINHO,38,0.0,1.0,0.0,0.0
PLATAFORMA NAPA VEG DUNA V26,54092,MARINHO,39,0.0,0.0,0.0,0.0
PLATAFORMA NAPA VEG JUNO V25,50463,CARAMELO/PTO,34,0.0,0.0,0.0,0.0
PLATAFORMA NAPA VEG JUNO V25,50464,CARAMELO/PTO,35,0.0,0.0,0.0,0.0
PLATAFORMA NAPA VEG JUNO V25,50465,CARAMELO/PTO,36,0.0,0.0,0.0,0.0
PLATAFORMA NAPA VEG JUNO V25,50466,CARAMELO/PTO,37,0.0,0.0,0.0,0.0
PLATAFORMA NAPA VEG JUNO V25,50467,CARAMELO/PTO,38,0.0,0.0,0.0,0.0
PLATAFORMA NAPA VEG JUNO V25,50468,CARAMELO/PTO,39,0.0,0.0,0.0,0.0
PLATAFORMA NAPA VEG JUNO V25,50469,PRETO/LISTRA,34,0.0,0.0,0.0,0.0
PLATAFORMA NAPA VEG JUNO V25,50470,PRETO/LISTRA,35,0.0,0.0,0.0,0.0
PLATAFORMA NAPA VEG JUNO V25,50471,PRETO/LISTRA,36,0.0,0.0,0.0,0.0
PLATAFORMA NAPA VEG JUNO V25,50472,PRETO/LISTRA,37,0.0,0.0,0.0,0.0
PLATAFORMA NAPA VEG JUNO V25,50473,PRETO/LISTRA,38,0.0,0.0,0.0,0.0
PLATAFORMA NAPA VEG MARIANA I26,54609,PRETO/CINZA,34,0.0,0.0,0.0,0.0
PLATAFORMA NAPA VEG MARIANA I26,54610,PRETO/CINZA,35,0.0,0.0,0.0,0.0
PLATAFORMA NAPA VEG MARIANA I26,54611,PRETO/CINZA,36,0.0,0.0,0.0,0.0
PLATAFORMA NAPA VEG MARIANA I26,54612,PRETO/CINZA,37,0.0,0.0,0.0,0.0
PLATAFORMA NAPA VEG MARIANA I26,54613,PRETO/CINZA,38,0.0,0.0,0.0,0.0
PLATAFORMA NAPA VEG MARIANA I26,54614,PRETO/CINZA,39,0.0,0.0,0.0,0.0
PLATAFORMA NAPA VEG MARIANA I26,54617,TELHA/CAFE,34,0.0,0.0,0.0,0.0
PLATAFORMA NAPA VEG MARIANA I26,54618,TELHA/CAFE,35,0.0,0.0,0.0,0.0
PLATAFORMA NAPA VEG MARIANA I26,54619,TELHA/CAFE,36,0.0,0.0,0.0,0.0
PLATAFORMA NAPA VEG MARIANA I26,54620,TELHA/CAFE,37,0.0,0.0,0.0,0.0
PLATAFORMA NAPA VEG MARIANA I26,54621,TELHA/CAFE,38,0.0,0.0,0.0,0.0
PLATAFORMA NAPA VEG MARIANA I26,54622,TELHA/CAFE,39,0.0,0.0,0.0,0.0
PLATAFORMA NAPA VEG MARIANA V25,50422,BEGE,35,0.0,0.0,0.0,0.0
PLATAFORMA NAPA VEG MARIANA V25,50423,BEGE,36,0.0,0.0,0.0,0.0
PLATAFORMA NAPA VEG MARIANA V25,50424,BEGE,37,0.0,0.0,0.0,0.0
PLATAFORMA NAPA VEG MARIANA V25,50425,BEGE,38,0.0,0.0,0.0,0.0
PLATAFORMA NAPA VEG MARIANA V25,50427,LARAN/CARAM,34,0.0,0.0,0.0,0.0
PLATAFORMA NAPA VEG MARIANA V25,50428,LARAN/CARAM,35,0.0,0.0,0.0,0.0
PLATAFORMA NAPA VEG MARIANA V25,50429,LARAN/CARAM,36,0.0,0.0,0.0,0.0
PLATAFORMA NAPA VEG MARIANA V25,50430,LARAN/CARAM,37,0.0,0.0,0.0,0.0
PLATAFORMA NAPA VEG MARIANA V25,50431,LARAN/CARAM,38,0.0,0.0,0.0,0.0
PLATAFORMA NAPA VEG MARIANA V25,50433,PRETO,34,0.0,0.0,0.0,0.0
PLATAFORMA NAPA VEG MARIANA V25,50434,PRETO,35,0.0,0.0,0.0,0.0
PLATAFORMA NAPA VEG MARIANA V25,50435,PRETO,36,0.0,0.0,0.0,0.0
PLATAFORMA NAPA VEG MARIANA V25,50436,PRETO,37,0.0,0.0,0.0,0.0
PLATAFORMA NAPA VEG MARIANA V25,50437,PRETO,38,0.0,0.0,0.0,0.0
PLATAFORMA NOB/NAPA VEG MARIANA I25,52212,MARROM,34,0.0,0.0,0.0,0.0
PLATAFORMA NOB/NAPA VEG MARIANA I25,52213,MARROM,35,0.0,0.0,0.0,0.0
PLATAFORMA NOB/NAPA VEG MARIANA I25,52214,MARROM,36,0.0,0.0,0.0,0.0
PLATAFORMA NOB/NAPA VEG MARIANA I25,52215,MARROM,37,0.0,0.0,0.0,0.0
PLATAFORMA NOB/NAPA VEG MARIANA I25,52216,MARROM,38,0.0,0.0,0.0,0.0
PLATAFORMA NOB/NAPA VEG MARIANA I25,52217,MARROM,39,0.0,0.0,0.0,0.0
PLATAFORMA NOB/NAPA VEG MARIANA I25,52218,MILITAR,34,0.0,0.0,0.0,0.0
PLATAFORMA NOB/NAPA VEG MARIANA I25,52219,MILITAR,35,0.0,0.0,0.0,0.0
PLATAFORMA NOB/NAPA VEG MARIANA I25,52220,MILITAR,36,0.0,0.0,0.0,0.0
PLATAFORMA NOB/NAPA VEG MARIANA I25,52221,MILITAR,37,1.0,0.0,0.0,0.0
PLATAFORMA NOB/NAPA VEG MARIANA I25,52222,MILITAR,38,0.0,0.0,0.0,0.0
PLATAFORMA NOB/NAPA VEG MARIANA I25,52223,MILITAR,39,0.0,0.0,0.0,0.0
PLATAFORMA NOBUCK VEG DIGGY V26,53763,CHAR/PRETO,34,0.0,0.0,0.0,0.0
PLATAFORMA NOBUCK VEG DIGGY V26,53764,CHAR/PRETO,35,1.0,0.0,0.0,0.0
PLATAFORMA NOBUCK VEG DIGGY V26,53765,CHAR/PRETO,36,0.0,0.0,0.0,1.0
PLATAFORMA NOBUCK VEG DIGGY V26,53766,CHAR/PRETO,37,0.0,1.0,1.0,0.0
PLATAFORMA NOBUCK VEG DIGGY V26,53767,CHAR/PRETO,38,0.0,1.0,0.0,1.0
PLATAFORMA NOBUCK VEG DIGGY V26,53768,CHAR/PRETO,39,0.0,0.0,0.0,0.0
PLATAFORMA NOBUCK VEG DIGGY V26,53771,OFF W/MARROM,34,0.0,0.0,0.0,0.0
PLATAFORMA NOBUCK VEG DIGGY V26,53772,OFF W/MARROM,35,1.0,0.0,0.0,0.0
PLATAFORMA NOBUCK VEG DIGGY V26,53773,OFF W/MARROM,36,0.0,2.0,0.0,0.0
PLATAFORMA NOBUCK VEG DIGGY V26,53774,OFF W/MARROM,37,0.0,0.0,0.0,0.0
PLATAFORMA NOBUCK VEG DIGGY V26,53775,OFF W/MARROM,38,0.0,0.0,0.0,0.0
PLATAFORMA NOBUCK VEG DIGGY V26,53776,OFF W/MARROM,39,0.0,1.0,0.0,0.0
PLATAFORMA NOBUCK VEG FIL V26,53555,GELO,34,0.0,0.0,0.0,1.0
PLATAFORMA NOBUCK VEG FIL V26,53556,GELO,35,0.0,0.0,0.0,0.0
PLATAFORMA NOBUCK VEG FIL V26,53557,GELO,36,0.0,0.0,0.0,0.0
PLATAFORMA NOBUCK VEG FIL V26,53558,GELO,37,0.0,1.0,0.0,0.0
PLATAFORMA NOBUCK VEG FIL V26,53559,GELO,38,0.0,0.0,0.0,0.0
PLATAFORMA NOBUCK VEG FIL V26,53560,GELO,39,0.0,0.0,0.0,0.0
PLATAFORMA NOBUCK VEG FIL V26,54095,MOCCA,34,0.0,0.0,0.0,0.0
PLATAFORMA NOBUCK VEG FIL V26,54096,MOCCA,35,0.0,0.0,0.0,0.0
PLATAFORMA NOBUCK VEG FIL V26,54097,MOCCA,36,0.0,0.0,0.0,0.0
PLATAFORMA NOBUCK VEG FIL V26,54098,MOCCA,37,0.0,0.0,0.0,0.0
PLATAFORMA NOBUCK VEG FIL V26,54099,MOCCA,38,0.0,0.0,0.0,0.0
PLATAFORMA NOBUCK VEG FIL V26,54100,MOCCA,39,0.0,0.0,0.0,0.0
PLATAFORMA NOBUCK VEG MARIANA V26,53388,CARAMELO,34,0.0,0.0,0.0,0.0
PLATAFORMA NOBUCK VEG MARIANA V26,53389,CARAMELO,35,0.0,0.0,0.0,0.0
PLATAFORMA NOBUCK VEG MARIANA V26,53390,CARAMELO,36,1.0,1.0,0.0,0.0
PLATAFORMA NOBUCK VEG MARIANA V26,53391,CARAMELO,37,2.0,3.0,0.0,0.0
PLATAFORMA NOBUCK VEG MARIANA V26,53392,CARAMELO,38,0.0,0.0,0.0,0.0
PLATAFORMA NOBUCK VEG MARIANA V26,53393,CARAMELO,39,0.0,0.0,0.0,0.0
PLATAFORMA NOBUCK VEG MARIANA V26,53396,PRETO,34,0.0,0.0,0.0,0.0
PLATAFORMA NOBUCK VEG MARIANA V26,53397,PRETO,35,0.0,0.0,0.0,0.0
PLATAFORMA NOBUCK VEG MARIANA V26,53398,PRETO,36,0.0,0.0,0.0,0.0
PLATAFORMA NOBUCK VEG MARIANA V26,53399,PRETO,37,2.0,1.0,0.0,0.0
PLATAFORMA NOBUCK VEG MARIANA V26,53400,PRETO,38,0.0,0.0,0.0,0.0
PLATAFORMA NOBUCK VEG MARIANA V26,53401,PRETO,39,0.0,0.0,0.0,0.0
PLATAFORMA NOBUCK VEG SPLIT I25,52131,CARAMELO,34,0.0,0.0,0.0,0.0
PLATAFORMA NOBUCK VEG SPLIT I25,52132,CARAMELO,35,0.0,0.0,0.0,0.0
PLATAFORMA NOBUCK VEG SPLIT I25,52133,CARAMELO,36,0.0,0.0,0.0,0.0
PLATAFORMA NOBUCK VEG SPLIT I25,52134,CARAMELO,37,0.0,0.0,0.0,0.0
PLATAFORMA NOBUCK VEG SPLIT I25,52135,CARAMELO,38,0.0,0.0,0.0,0.0
PLATAFORMA NOBUCK VEG SPLIT I25,52136,CARAMELO,39,0.0,0.0,0.0,0.0
PLATAFORMA VEGGIE PAX V26,53892,BEGE,33,1.0,0.0,0.0,0.0
PLATAFORMA VEGGIE PAX V26,53893,BEGE,34,0.0,0.0,0.0,0.0
PLATAFORMA VEGGIE PAX V26,53894,BEGE,35,0.0,1.0,0.0,0.0
PLATAFORMA VEGGIE PAX V26,53895,BEGE,36,0.0,0.0,0.0,0.0
PLATAFORMA VEGGIE PAX V26,53896,BEGE,37,0.0,0.0,0.0,0.0
PLATAFORMA VEGGIE PAX V26,53897,BEGE,38,0.0,0.0,0.0,0.0
PLATAFORMA VEGGIE PAX V26,53899,PRETO,33,0.0,1.0,0.0,0.0
PLATAFORMA VEGGIE PAX V26,53900,PRETO,34,0.0,0.0,0.0,0.0
PLATAFORMA VEGGIE PAX V26,53901,PRETO,35,0.0,0.0,0.0,0.0
PLATAFORMA VEGGIE PAX V26,53902,PRETO,36,0.0,0.0,0.0,1.0
PLATAFORMA VEGGIE PAX V26,53903,PRETO,37,0.0,0.0,0.0,0.0
PLATAFORMA VEGGIE PAX V26,53904,PRETO,38,0.0,0.0,0.0,0.0
POCHETE COURO 70605 V26,52897,PRETO,U,0.0,0.0,0.0,0.0
POCHETE COURO 70605 V26,52898,BEGE,U,1.0,0.0,1.0,0.0
POCHETE COURO 70605 V26,52899,MARROM,U,0.0,0.0,0.0,0.0
POCHETE KING RUBBER 70476 V25,50856,PRETO,U,0.0,0.0,0.0,0.0
