Loja,Ref. Basica,Descriçao,Saldo em Estoque,Estoque $ Custo,Estoque $ Venda,Tab Preco Custo,PV Tab Venda,PV Tab Promo,PV Tab P Original,Razão Social Fornecedor,Nome Fantasia Fornecedor,Marca,Coleção,Categoria,SubCategoria,Origem,Material,Grupo,Artigo,Modelo,Dt. Saldo,Cod. Saldo
238 - UK - RECIFE 2 - 238,2 03 11 008302,MOCHILA NYLON BNT BUK V25,3,390,1647,130,549,549,549,TRUST - IMPORTACAO E EXPORTACAO EIRELI,TTL BRAZIL (DTX),UNCLE K,VERAO 2025,MOCHILAS,MOCHILA NYLON,IMPORTADO,NYLON BNT,MOCHILAS BASICAS,MOCHILA,BUKBNTV25,4/5/2025,1
238 - UK - RECIFE 2 - 238,2 02 15 008883,SANDALIA NEOPRENE TRIANON I26,14,1736,5586,124,399,399,399,CALCADOS NATORE RAPERE LTDA,NATORE,UNCLE K,INVERNO 2026,CALCADOS,SANDALIA,NACIONAL,NEOPRENE,CALCADOS,SANDALIA SALTO,TRIANONI26,3/4/2026,1
226 - UK - RECIFE - 226,2 02 15 008882,SANDALIA NEOPRENE MEDUSA I26,2,248,798,124,399,399,399,CALCADOS NATORE RAPERE LTDA,NATORE,UNCLE K,INVERNO 2026,CALCADOS,SANDALIA,NACIONAL,NEOPRENE,CALCADOS,SANDALIA SALTO,MEDUSAI26,3/19/2026,1
226 - UK - RECIFE - 226,2 02 15 008595,SANDALIA NEOPRENE MALDIVAS I25,1,"123,5",289,"123,5",389,289,389,CALCADOS NATORE RAPERE LTDA,NATORE,UNCLE K,INVERNO 2025,CALCADOS,SANDALIA,NACIONAL,NEOPRENE,CALCADOS,SANDALIA COM SALTO,MALDIVASI25,8/13/2025,1
242 - UK - RECIFE 4 - 242,2 04 01 008333,POCHETE KING RUBBER 70505 V25,1,80,279,80,279,279,279,ITIBAG COMERCIO DE BOLSAS E ACESSORIOS LTDA EPP,ITIBAG,UNCLE K,VERAO 2025,ACESSORIOS,ACESSORIOS,IMPORTADO,NYLON EMBORRACHADO,ACESSORIOS,POCHETE,70505V25,12/18/2024,1
240 - UK - RECIFE 3 - 240,2 01 04 008449,BOLSA NY SOFT FLUFFY 61225 V25,1,100,259,100,369,259,369,ITIBAG COMERCIO DE BOLSAS E ACESSORIOS LTDA EPP,ITIBAG,UNCLE K,VERAO 2025,BOLSAS,BOLSA NYLON,IMPORTADO,NY SOFT FLUFFY,BOLSAS NYLON IMPORTADO,BOLSA TRANSPASSE,61225V25,12/15/2025,1
238 - UK - RECIFE 2 - 238,2 01 04 008448,BOLSA NY SOFT FLUFFY 61224 V25,3,360,1047,120,499,349,499,ITIBAG COMERCIO DE BOLSAS E ACESSORIOS LTDA EPP,ITIBAG,UNCLE K,VERAO 2025,BOLSAS,BOLSA NYLON,IMPORTADO,NY SOFT FLUFFY,BOLSAS NYLON IMPORTADO,BOLSA MULTIUSO,61224V25,12/18/2024,1
226 - UK - RECIFE - 226,2 01 04 008448,BOLSA NY SOFT FLUFFY 61224 V25,1,120,349,120,499,349,499,ITIBAG COMERCIO DE BOLSAS E ACESSORIOS LTDA EPP,ITIBAG,UNCLE K,VERAO 2025,BOLSAS,BOLSA NYLON,IMPORTADO,NY SOFT FLUFFY,BOLSAS NYLON IMPORTADO,BOLSA MULTIUSO,61224V25,12/16/2024,1
226 - UK - RECIFE - 226,2 01 04 008447,BOLSA NY SOFT FLUFFY 61223 V25,1,125,349,125,499,349,499,ITIBAG COMERCIO DE BOLSAS E ACESSORIOS LTDA EPP,ITIBAG,UNCLE K,VERAO 2025,BOLSAS,BOLSA NYLON,IMPORTADO,NY SOFT FLUFFY,BOLSAS NYLON IMPORTADO,BOLSA MULTIUSO,61223V25,12/21/2025,1
242 - UK - RECIFE 4 - 242,2 03 11 008568,MOCHILA NY TWILL BUK I25,1,"150,61",549,"150,61",549,549,549,SERRAMAR DISTRIBUIDORA LTDA,SERRAMAR,UNCLE K,INVERNO 2025,MOCHILAS,MOCHILA NYLON,IMPORTADO,NYLON TWILL,MOCHILAS BASICAS,MOCHILA,BUKTWI25,1/23/2026,1
226 - UK - RECIFE - 226,2 03 11 008569,MOCHILA NY TWILL BIG BUK I25,1,"165,21",589,"165,21",589,589,589,SERRAMAR DISTRIBUIDORA LTDA,SERRAMAR,UNCLE K,INVERNO 2025,MOCHILAS,MOCHILA NYLON,IMPORTADO,NYLON TWILL,MOCHILAS BASICAS,MOCHILA,BIGBUKTWI25,12/5/2025,1
226 - UK - RECIFE - 226,2 03 11 008572,MOCHILA NY TWILL 61151 I25,2,290,1078,145,539,539,539,SERRAMAR DISTRIBUIDORA LTDA,SERRAMAR,UNCLE K,INVERNO 2025,MOCHILAS,MOCHILA NYLON,IMPORTADO,NYLON TWILL,MOCHILAS/MALAS,MOCHILA,61151I25,4/15/2025,1
226 - UK - RECIFE - 226,2 01 04 008550,BOLSA NY TWILL 61313 I25,2,"303,76",1098,"151,88",549,549,549,SERRAMAR DISTRIBUIDORA LTDA,SERRAMAR,UNCLE K,INVERNO 2025,BOLSAS,BOLSA NYLON,IMPORTADO,NYLON TWILL,BOLSAS NYLON IMPORTADO,BOLSA MULTIUSO,61313I25,4/15/2025,1
240 - UK - RECIFE 3 - 240,2 01 04 008546,BOLSA NY BNT 61316 I25,1,120,429,120,429,429,429,SERRAMAR DISTRIBUIDORA LTDA,SERRAMAR,UNCLE K,INVERNO 2025,BOLSAS,BOLSA NYLON,IMPORTADO,NYLON BNT,BOLSAS NYLON IMPORTADO,BOLSA TRANSPASSE,61316I25,4/23/2025,1
240 - UK - RECIFE 3 - 240,2 03 11 008571,MOCHILA NY BNT 61048 I25,1,"188,69",569,"188,69",569,569,569,SERRAMAR DISTRIBUIDORA LTDA,SERRAMAR,UNCLE K,INVERNO 2025,MOCHILAS,MOCHILA NYLON,IMPORTADO,NYLON BNT,MOCHILAS/MALAS,MOCHILA,61048BNTI25,7/31/2025,1
238 - UK - RECIFE 2 - 238,2 04 02 008923,COLAR METAL/RESINA CI26C,6,180,594,30,99,99,99,BIJOU FASHION BIJOUTERIAS LTDA,BIJOU FASHION BIJOUTERIAS LTDA,UNCLE K,INVERNO 2026,ACESSORIOS,BIJUTERIA,NACIONAL,METAL/RESINA,BIJUTERIA,COLAR,CI26C,3/12/2026,1
226 - UK - RECIFE - 226,2 04 02 008923,COLAR METAL/RESINA CI26C,2,60,198,30,99,99,99,BIJOU FASHION BIJOUTERIAS LTDA,BIJOU FASHION BIJOUTERIAS LTDA,UNCLE K,INVERNO 2026,ACESSORIOS,BIJUTERIA,NACIONAL,METAL/RESINA,BIJUTERIA,COLAR,CI26C,3/14/2026,1
242 - UK - RECIFE 4 - 242,2 04 02 008922,COLAR RESINA CI26B,6,240,654,40,109,109,109,BIJOU FASHION BIJOUTERIAS LTDA,BIJOU FASHION BIJOUTERIAS LTDA,UNCLE K,INVERNO 2026,ACESSORIOS,BIJUTERIA,NACIONAL,RESINA,BIJUTERIA,COLAR,CI26B,3/16/2026,1
226 - UK - RECIFE - 226,2 04 02 008922,COLAR RESINA CI26B,5,200,545,40,109,109,109,BIJOU FASHION BIJOUTERIAS LTDA,BIJOU FASHION BIJOUTERIAS LTDA,UNCLE K,INVERNO 2026,ACESSORIOS,BIJUTERIA,NACIONAL,RESINA,BIJUTERIA,COLAR,CI26B,3/12/2026,1
226 - UK - RECIFE - 226,2 04 02 008688,COLAR CORDA/MOLA CV26D,1,39,129,39,129,129,129,BIJOU FASHION BIJOUTERIAS LTDA,BIJOU FASHION BIJOUTERIAS LTDA,UNCLE K,VERAO 2026,ACESSORIOS,BIJUTERIA,NACIONAL,MOLA/CORDA,BIJUTERIA,COLAR,CV26DV26,3/14/2026,1
240 - UK - RECIFE 3 - 240,2 04 02 008646,COLAR CORDA/CRISTAL CV26A,1,38,129,38,129,129,129,BIJOU FASHION BIJOUTERIAS LTDA,BIJOU FASHION BIJOUTERIAS LTDA,UNCLE K,VERAO 2026,ACESSORIOS,BIJUTERIA,NACIONAL,CORDA/CRISTAIS,BIJUTERIA,COLAR,CV26AV26,2/28/2026,1
240 - UK - RECIFE 3 - 240,2 04 02 008921,COLAR RESINA CI26A,6,192,594,32,99,99,99,BIJOU FASHION BIJOUTERIAS LTDA,BIJOU FASHION BIJOUTERIAS LTDA,UNCLE K,INVERNO 2026,ACESSORIOS,BIJUTERIA,NACIONAL,RESINA,BIJUTERIA,COLAR,CI26A,3/16/2026,1
238 - UK - RECIFE 2 - 238,2 04 01 008472,GUARDA CHUVA POLIESTER GOMOS P,6,"401,4",1074,"66,9",179,179,179,FLORENCA BRINDES LTDA EPP,FLORENCA BRINDES (GUARDA CHUVA),UNCLE K,INVERNO 2025,ACESSORIOS,ACESSORIOS,NACIONAL,POLIESTER,ACESSORIOS,GUARDA-CHUVA,GOMOSPI25,3/2/2026,1
240 - UK - RECIFE 3 - 240,2 02 18 008871,TENIS COURO PHILLY I26,2,160,598,80,299,299,299,C. TORRES DIAS INJETADOS ME,CALCADOS TORRES,UNCLE K,INVERNO 2026,CALCADOS,TENIS,NACIONAL,COURO,CALCADOS,TENIS,PHILLYI26,3/12/2026,1
226 - UK - RECIFE - 226,2 02 18 008871,TENIS COURO PHILLY I26,3,240,897,80,299,299,299,C. TORRES DIAS INJETADOS ME,CALCADOS TORRES,UNCLE K,INVERNO 2026,CALCADOS,TENIS,NACIONAL,COURO,CALCADOS,TENIS,PHILLYI26,3/10/2026,1
226 - UK - RECIFE - 226,2 02 18 008747,TENIS COURO GRID V26,3,"218,7",897,"72,9",299,299,299,VISPATE CALCADOS LTDA,VISPATE,UNCLE K,VERAO 2026,CALCADOS,TENIS,NACIONAL,COURO,CALCADOS,TENIS,GRIDV26,12/10/2025,1
226 - UK - RECIFE - 226,2 02 18 008747,TENIS COURO GRID V26,2,"145,8",598,"72,9",299,299,299,VISPATE CALCADOS LTDA,VISPATE,UNCLE K,VERAO 2026,CALCADOS,TENIS,NACIONAL,COURO,CALCADOS,TENIS,GRIDV26,3/6/2026,1
242 - UK - RECIFE 4 - 242,2 02 18 008747,TENIS COURO GRID V26,1,"72,9",299,"72,9",299,299,299,VISPATE CALCADOS LTDA,VISPATE,UNCLE K,VERAO 2026,CALCADOS,TENIS,NACIONAL,COURO,CALCADOS,TENIS,GRIDV26,1/27/2026,1
226 - UK - RECIFE - 226,2 02 15 008755,SANDALIA NEOPRENE TRIANON V26,4,488,1596,122,399,399,399,CONFORTARIA COMERCIO DE CALCADOS LTDA.,CALCADOS NATORE,UNCLE K,VERAO 2026,CALCADOS,SANDALIA,NACIONAL,NEOPRENE,CALCADOS,SANDALIA SALTO,TRIANONV26,1/21/2026,1
242 - UK - RECIFE 4 - 242,2 02 15 008755,SANDALIA NEOPRENE TRIANON V26,1,122,399,122,399,399,399,CONFORTARIA COMERCIO DE CALCADOS LTDA.,CALCADOS NATORE,UNCLE K,VERAO 2026,CALCADOS,SANDALIA,NACIONAL,NEOPRENE,CALCADOS,SANDALIA SALTO,TRIANONV26,1/23/2026,1
226 - UK - RECIFE - 226,2 01 04 008839,BOLSA NY SOFT 61404 V26,1,"72,5",299,"72,5",299,299,299,VITOR ABREU COMERCIO DE BIJUTERIAS LTDA,VITOR ABREU,UNCLE K,VERAO 2026,BOLSAS,BOLSA NYLON,IMPORTADO,NYLON SOFT,BOLSAS NYLON IMPORTADO,BOLSA MULTIUSO,61404V26,3/7/2026,1
226 - UK - RECIFE - 226,2 01 04 008786,BOLSA NY BNT 61038 V26,1,117,419,117,419,419,419,TOVA EQUIPAMENTOS E ACESSORIOS LTDA,,UNCLE K,VERAO 2026,BOLSAS,BOLSA NYLON,IMPORTADO,NYLON BNT,BOLSAS NYLON IMPORTADO,BOLSA MULTIUSO,61038V26,3/18/2026,1
226 - UK - RECIFE - 226,2 01 04 008800,BOLSA NY SOFT 61354 V26,1,130,469,130,469,469,469,TOVA EQUIPAMENTOS E ACESSORIOS LTDA,,UNCLE K,VERAO 2026,BOLSAS,BOLSA NYLON,IMPORTADO,NYLON SOFT,BOLSAS NYLON IMPORTADO,BOLSA MULTIUSO,61354V26,12/20/2025,1
226 - UK - RECIFE - 226,2 01 04 008798,BOLSA KING RUBBER 61040 V26,2,250,878,125,439,439,439,TOVA EQUIPAMENTOS E ACESSORIOS LTDA,,UNCLE K,VERAO 2026,BOLSAS,BOLSA NYLON,IMPORTADO,KING RUBBER,BOLSAS NYLON IMPORTADO,BOLSA MULTIUSO,61040KRV26,1/5/2026,1
238 - UK - RECIFE 2 - 238,2 03 11 008811,MOCHILA NY BNT BUK V26,2,280,1098,140,549,549,549,LOPE DIGITAL COMMERCE,LOPE DIGITAL COMMERCE,UNCLE K,VERAO 2026,MOCHILAS,MOCHILA NYLON,IMPORTADO,NYLON BNT,MOCHILAS BASICAS,MOCHILA,BUKBNTV26,1/16/2026,1
226 - UK - RECIFE - 226,2 04 01 005430,PORTA CELULAR COURO IPANEMA 207669,1,"26,5",99,"26,5",99,99,99,VIA TRENTO ARTEFATOS DE COURO LTDA - EPP,VIA TRENTO,UNCLE K,VERAO 2017,ACESSORIOS,ACESSORIOS,NACIONAL,COURO NAPA,ACESSORIOS,PORTA CELULAR,207669,3/17/2026,1
242 - UK - RECIFE 4 - 242,2 04 01 007451,GUARDA CHUVA POLIESTER GOMOS P,1,"47,9",169,"47,9",169,169,169,CONTORNOS DIFUSAO DE MODA LTDA - EPP,CONTORNOS,UNCLE K,VERAO 2023,ACESSORIOS,ACESSORIOS,NACIONAL,POLIESTER,ACESSORIOS,GUARDA-CHUVA,GOMOSPV23,8/21/2023,1
238 - UK - RECIFE 2 - 238,2 04 01 007406,GUARDA CHUVA POLIESTER MINI FUN P,1,"45,9",169,"45,9",159,169,159,CONTORNOS DIFUSAO DE MODA LTDA - EPP,CONTORNOS,UNCLE K,INVERNO 2022,ACESSORIOS,ACESSORIOS,NACIONAL,POLIESTER,ACESSORIOS,GUARDA-CHUVA,MINIFUNPI22,2/27/2025,1
242 - UK - RECIFE 4 - 242,2 04 01 007406,GUARDA CHUVA POLIESTER MINI FUN P,1,"45,9",169,"45,9",159,169,159,CONTORNOS DIFUSAO DE MODA LTDA - EPP,CONTORNOS,UNCLE K,INVERNO 2022,ACESSORIOS,ACESSORIOS,NACIONAL,POLIESTER,ACESSORIOS,GUARDA-CHUVA,MINIFUNPI22,9/26/2023,1
226 - UK - RECIFE - 226,2 02 17 007811,MOCASSIM COURO LOCAL I23,3,"440,7",747,"146,9",499,249,499,ART - MILLE ARTEFATOS DE COURO,ART-MILLE,UNCLE K,INVERNO 2023,CALCADOS,SAPATO,NACIONAL,COURO,MASCULINO,MOCASSIM,LOCAL COURO I23,12/19/2025,1
242 - UK - RECIFE 4 - 242,2 02 17 007307,TENIS NOBUCK NEW RAYMANN,1,119,199,119,380,199,380,ART - MILLE ARTEFATOS DE COURO,ART-MILLE,UNCLE K,INVERNO 2022,CALCADOS,SAPATO,NACIONAL,NOBUCK,MASCULINO,OXFORD,NEWRAYMANNI22,7/12/2025,1
238 - UK - RECIFE 2 - 238,2 04 02 008662,COLAR METAL CV26I,1,38,119,38,119,119,119,VIRAGINI BIJOUTERIA LTDA,VIRAGINI,UNCLE K,VERAO 2026,ACESSORIOS,BIJUTERIA,NACIONAL,METAL,BIJUTERIA,COLAR,CV26IV26,2/20/2026,1
226 - UK - RECIFE - 226,2 04 13 008985,NECESSAIRE SINTETICO 70615 I26,9,414,1251,46,139,139,139,BMCG INDUSTRIA E COMERCIO DE COURO LTDA EPP,BMCG,UNCLE K,INVERNO 2026,ACESSORIOS,NECESSAIRES,NACIONAL,SINTETICO,NECESSAIRES,NECESSAIRE,70615I26,3/16/2026,1
242 - UK - RECIFE 4 - 242,2 04 07 008977,CARTEIRA COURO 70426 I26,7,630,1883,90,269,269,269,BMCG INDUSTRIA E COMERCIO DE COURO LTDA EPP,BMCG,UNCLE K,INVERNO 2026,ACESSORIOS,CARTEIRA COURO,NACIONAL,COURO,CARTEIRAS,CARTEIRA COURO,70426I26,3/5/2026,1
240 - UK - RECIFE 3 - 240,2 04 07 008977,CARTEIRA COURO 70426 I26,4,360,1076,90,269,269,269,BMCG INDUSTRIA E COMERCIO DE COURO LTDA EPP,BMCG,UNCLE K,INVERNO 2026,ACESSORIOS,CARTEIRA COURO,NACIONAL,COURO,CARTEIRAS,CARTEIRA COURO,70426I26,3/17/2026,1
226 - UK - RECIFE - 226,2 01 04 008991,BOLSA NYLON 61454 V26,1,65,199,65,199,199,199,BMCG INDUSTRIA E COMERCIO DE COURO LTDA EPP,BMCG,UNCLE K,UPCYCLING,BOLSAS,BOLSA NYLON,NACIONAL,NYLON,BOLSAS NYLON BASICO,BOLSA TRANSPASSE,61454V26,2/27/2026,1
226 - UK - RECIFE - 226,2 01 04 008991,BOLSA NYLON 61454 V26,3,195,597,65,199,199,199,BMCG INDUSTRIA E COMERCIO DE COURO LTDA EPP,BMCG,UNCLE K,UPCYCLING,BOLSAS,BOLSA NYLON,NACIONAL,NYLON,BOLSAS NYLON BASICO,BOLSA TRANSPASSE,61454V26,3/13/2026,1
238 - UK - RECIFE 2 - 238,2 01 04 008990,BOLSA NYLON 61453 V26,2,140,398,70,199,199,199,BMCG INDUSTRIA E COMERCIO DE COURO LTDA EPP,BMCG,UNCLE K,UPCYCLING,BOLSAS,BOLSA NYLON,NACIONAL,NYLON,BOLSAS NYLON BASICO,BOLSA MULTIUSO,61453V26,3/12/2026,1
240 - UK - RECIFE 3 - 240,2 01 03 008987,BOLSA COURO 61458 V26,2,"175,3",538,"87,65",269,269,269,BMCG INDUSTRIA E COMERCIO DE COURO LTDA EPP,BMCG,UNCLE K,UPCYCLING,BOLSAS,BOLSA COURO,NACIONAL,COURO,BOLSAS COURO,BOLSA OMBRO,61458V26,3/5/2026,1
242 - UK - RECIFE 4 - 242,2 04 01 008907,PORTA PASSAPORTE SINTETICO 70621 I26,2,"92,4",278,"46,2",139,139,139,BMCG INDUSTRIA E COMERCIO DE COURO LTDA EPP,BMCG,UNCLE K,INVERNO 2026,ACESSORIOS,ACESSORIOS,NACIONAL,SINTETICO,ACESSORIOS,PORTA PASSAPORTE,70621I26,3/5/2026,1
226 - UK - RECIFE - 226,2 01 03 008668,BOLSA COURO 61381 V26,1,"207,12",649,"207,12",649,649,649,BMCG INDUSTRIA E COMERCIO DE COURO LTDA EPP,BMCG,UNCLE K,VERAO 2026,BOLSAS,BOLSA COURO,NACIONAL,COURO,BOLSAS COURO,BOLSA MULTIUSO,61381V26,12/17/2025,1
242 - UK - RECIFE 4 - 242,2 01 04 008663,BOLSA NYLON 61282 V26,2,"290,12",918,"145,06",459,459,459,BMCG INDUSTRIA E COMERCIO DE COURO LTDA EPP,BMCG,UNCLE K,VERAO 2026,BOLSAS,BOLSA NYLON,NACIONAL,NYLON,BOLSAS NYLON BASICO,BOLSA MULTIUSO,61282V26,12/10/2025,1
226 - UK - RECIFE - 226,2 04 01 008905,DOLEIRA NY SATIN 70578 I26,20,740,2380,37,119,119,119,BMCG INDUSTRIA E COMERCIO DE COURO LTDA EPP,BMCG,UNCLE K,INVERNO 2026,ACESSORIOS,ACESSORIOS,NACIONAL,SATIN,ACESSORIOS,DOLEIRA,70578I26,3/16/2026,1
238 - UK - RECIFE 2 - 238,2 03 10 008381,MOCHILA COURO 61064 V25,1,"248,05",799,"248,05",799,799,799,BMCG INDUSTRIA E COMERCIO DE COURO LTDA EPP,BMCG,UNCLE K,VERAO 2025,MOCHILAS,MOCHILA COURO,NACIONAL,COURO,MOCHILAS BASICAS,MOCHILA,61064V25,10/18/2024,1
238 - UK - RECIFE 2 - 238,2 03 10 008381,MOCHILA COURO 61064 V25,1,"248,05",799,"248,05",799,799,799,BMCG INDUSTRIA E COMERCIO DE COURO LTDA EPP,BMCG,UNCLE K,VERAO 2025,MOCHILAS,MOCHILA COURO,NACIONAL,COURO,MOCHILAS BASICAS,MOCHILA,61064V25,7/26/2025,1
226 - UK - RECIFE - 226,2 03 10 008570,MOCHILA COURO 61293 I25,1,"253,96",699,"253,96",829,699,829,BMCG INDUSTRIA E COMERCIO DE COURO LTDA EPP,BMCG,UNCLE K,INVERNO 2025,MOCHILAS,MOCHILA COURO,NACIONAL,COURO,MOCHILAS/MALAS,MOCHILA,61293I25,2/18/2025,1
238 - UK - RECIFE 2 - 238,2 04 13 008306,NECESSAIRE NYLON 70081 V25,2,"70,48",198,"35,24",99,99,99,BMCG INDUSTRIA E COMERCIO DE COURO LTDA EPP,BMCG,UNCLE K,VERAO 2025,ACESSORIOS,NECESSAIRES,NACIONAL,NYLON,NECESSAIRES,NECESSAIRE,70081V25,5/12/2025,1
240 - UK - RECIFE 3 - 240,2 04 13 008306,NECESSAIRE NYLON 70081 V25,1,"35,24",99,"35,24",99,99,99,BMCG INDUSTRIA E COMERCIO DE COURO LTDA EPP,BMCG,UNCLE K,VERAO 2025,ACESSORIOS,NECESSAIRES,NACIONAL,NYLON,NECESSAIRES,NECESSAIRE,70081V25,3/5/2026,1
226 - UK - RECIFE - 226,2 03 10 008305,MOCHILA COURO 61100 V25,1,"252,45",819,"252,45",819,819,819,BMCG INDUSTRIA E COMERCIO DE COURO LTDA EPP,BMCG,UNCLE K,VERAO 2025,MOCHILAS,MOCHILA COURO,NACIONAL,COURO,MOCHILAS/MALAS,MOCHILA,61100V25,9/20/2024,1
240 - UK - RECIFE 3 - 240,2 04 13 008446,NECESSAIRE SINTETICO 70266 V25,1,"30,8",69,"30,8",99,69,99,BMCG INDUSTRIA E COMERCIO DE COURO LTDA EPP,BMCG,UNCLE K,VERAO 2025,ACESSORIOS,NECESSAIRES,NACIONAL,SINTETICO,NECESSAIRES,NECESSAIRE,70266ST,4/4/2025,1
240 - UK - RECIFE 3 - 240,2 04 13 008446,NECESSAIRE SINTETICO 70266 V25,1,"30,8",69,"30,8",99,69,99,BMCG INDUSTRIA E COMERCIO DE COURO LTDA EPP,BMCG,UNCLE K,VERAO 2025,ACESSORIOS,NECESSAIRES,NACIONAL,SINTETICO,NECESSAIRES,NECESSAIRE,70266ST,10/6/2025,1
238 - UK - RECIFE 2 - 238,2 02 18 008762,TENIS COURO RELAX V26,2,268,838,134,419,419,419,BNM INDUSTRIA DE CALCADOS LTDA - ME,BNM,UNCLE K,VERAO 2026,CALCADOS,TENIS,NACIONAL,COURO,CALCADOS,TENIS,RELAXV26,12/15/2025,1
238 - UK - RECIFE 2 - 238,2 02 18 008762,TENIS COURO RELAX V26,1,134,419,134,419,419,419,BNM INDUSTRIA DE CALCADOS LTDA - ME,BNM,UNCLE K,VERAO 2026,CALCADOS,TENIS,NACIONAL,COURO,CALCADOS,TENIS,RELAXV26,1/12/2026,1
238 - UK - RECIFE 2 - 238,2 02 18 008624,TENIS COURO RELAX I25,2,262,838,131,419,419,419,BNM INDUSTRIA DE CALCADOS LTDA - ME,BNM,UNCLE K,INVERNO 2025,CALCADOS,TENIS,NACIONAL,COURO,CALCADOS,TENIS,RELAXI25,7/14/2025,1
226 - UK - RECIFE - 226,2 02 15 008761,SANDALIA COURO BINGO V26,2,230,758,115,379,379,379,BNM INDUSTRIA DE CALCADOS LTDA - ME,BNM,UNCLE K,VERAO 2026,CALCADOS,SANDALIA,NACIONAL,COURO,CALCADOS,SANDALIA SALTO,BINGOV26,1/7/2026,1
238 - UK - RECIFE 2 - 238,2 02 15 008761,SANDALIA COURO BINGO V26,1,115,379,115,379,379,379,BNM INDUSTRIA DE CALCADOS LTDA - ME,BNM,UNCLE K,VERAO 2026,CALCADOS,SANDALIA,NACIONAL,COURO,CALCADOS,SANDALIA SALTO,BINGOV26,2/7/2026,1
226 - UK - RECIFE - 226,2 02 15 008761,SANDALIA COURO BINGO V26,2,230,758,115,379,379,379,BNM INDUSTRIA DE CALCADOS LTDA - ME,BNM,UNCLE K,VERAO 2026,CALCADOS,SANDALIA,NACIONAL,COURO,CALCADOS,SANDALIA SALTO,BINGOV26,1/28/2026,1
240 - UK - RECIFE 3 - 240,2 02 15 008761,SANDALIA COURO BINGO V26,1,115,379,115,379,379,379,BNM INDUSTRIA DE CALCADOS LTDA - ME,BNM,UNCLE K,VERAO 2026,CALCADOS,SANDALIA,NACIONAL,COURO,CALCADOS,SANDALIA SALTO,BINGOV26,1/13/2026,1
240 - UK - RECIFE 3 - 240,2 02 15 008877,SANDALIA COURO RIFT I26,27,3132,10233,116,379,379,379,BNM INDUSTRIA DE CALCADOS LTDA - ME,BNM,UNCLE K,INVERNO 2026,CALCADOS,SANDALIA,NACIONAL,COURO,CALCADOS,SANDALIA SALTO,RIFTI26,2/24/2026,1
242 - UK - RECIFE 4 - 242,2 02 15 008877,SANDALIA COURO RIFT I26,2,232,758,116,379,379,379,BNM INDUSTRIA DE CALCADOS LTDA - ME,BNM,UNCLE K,INVERNO 2026,CALCADOS,SANDALIA,NACIONAL,COURO,CALCADOS,SANDALIA SALTO,RIFTI26,3/17/2026,1
240 - UK - RECIFE 3 - 240,2 02 15 008877,SANDALIA COURO RIFT I26,1,116,379,116,379,379,379,BNM INDUSTRIA DE CALCADOS LTDA - ME,BNM,UNCLE K,INVERNO 2026,CALCADOS,SANDALIA,NACIONAL,COURO,CALCADOS,SANDALIA SALTO,RIFTI26,3/4/2026,1
240 - UK - RECIFE 3 - 240,2 02 18 008360,TENIS COURO RELAX V25,1,"128,5",419,"128,5",419,419,419,BNM INDUSTRIA DE CALCADOS LTDA - ME,BNM,UNCLE K,VERAO 2025,CALCADOS,TENIS,NACIONAL,COURO,CALCADOS,TENIS,RELAXV25,8/13/2025,1
226 - UK - RECIFE - 226,2 02 15 008743,SANDALIA COURO NIMES V26,1,115,379,115,379,379,379,BNM INDUSTRIA DE CALCADOS LTDA - ME,BNM,UNCLE K,VERAO 2026,CALCADOS,SANDALIA,NACIONAL,COURO,CALCADOS,SANDALIA SALTO,NIMESV26,1/24/2026,1
238 - UK - RECIFE 2 - 238,2 02 15 008742,SANDALIA COURO BILLY V26,1,110,279,110,359,279,359,BNM INDUSTRIA DE CALCADOS LTDA - ME,BNM,UNCLE K,VERAO 2026,CALCADOS,SANDALIA,NACIONAL,COURO,CALCADOS,SANDALIA SALTO,BILLYV26,8/28/2025,1
242 - UK - RECIFE 4 - 242,2 02 06 008876,BOTA COURO CLOUD I26,9,1242,4311,138,479,479,479,BNM INDUSTRIA DE CALCADOS LTDA - ME,BNM,UNCLE K,INVERNO 2026,CALCADOS,BOTA,NACIONAL,COURO,CALCADOS,BOTA,CLOUDI26,2/25/2026,1
226 - UK - RECIFE - 226,2 02 06 008876,BOTA COURO CLOUD I26,1,138,479,138,479,479,479,BNM INDUSTRIA DE CALCADOS LTDA - ME,BNM,UNCLE K,INVERNO 2026,CALCADOS,BOTA,NACIONAL,COURO,CALCADOS,BOTA,CLOUDI26,3/6/2026,1
240 - UK - RECIFE 3 - 240,2 02 18 008143,TENIS COURO RELAX I24,1,130,419,130,419,419,419,BNM INDUSTRIA DE CALCADOS LTDA - ME,BNM,UNCLE K,INVERNO 2024,CALCADOS,TENIS,NACIONAL,COURO,CALCADOS,TENIS,RELAXI24,8/12/2025,1
226 - UK - RECIFE - 226,2 02 18 008143,TENIS COURO RELAX I24,1,130,419,130,419,419,419,BNM INDUSTRIA DE CALCADOS LTDA - ME,BNM,UNCLE K,INVERNO 2024,CALCADOS,TENIS,NACIONAL,COURO,CALCADOS,TENIS,RELAXI24,3/6/2026,1
226 - UK - RECIFE - 226,2 02 17 008324,MOCASSIM COURO UNO V25,1,"121,8",399,"121,8",399,399,399,GRULLER & CASTRO LTDA - ME,GRULLER,UNCLE K,VERAO 2025,CALCADOS,SAPATO,NACIONAL,COURO,CALCADOS,MOCASSIM,UNOV25,2/23/2026,1
